t_start,t_end,Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),window_start,window_end
109,123,1.1543339004752968,0.0745119328750579,1.0129007173583617,1.0345673588465587,1.1032408777090061,1.152731055411361,1.2036797903575054,1.279568004133516,1.3048754395809654,2023-04-20,2023-05-04
110,124,1.120721729355682,0.07264559980341741,0.9828501275161853,1.0039667018929863,1.0709051994411032,1.119152482500855,1.1688277505170857,1.242829710931053,1.2675107574411326,2023-04-21,2023-05-05
111,125,1.102075338364798,0.07128732748802169,0.9667721824932064,0.9874975641810938,1.0531918427935392,1.1005386554291385,1.1492838197739281,1.2218949854028183,1.2461108742026668,2023-04-22,2023-05-06
112,126,1.0859997483861135,0.07010098232474771,0.9529391138373098,0.9733231354751268,1.037931325683089,1.084491788396877,1.1324244648168635,1.2038202550923507,1.2276295433034232,2023-04-23,2023-05-07
113,127,1.0996779737958668,0.06997083389063867,0.9668019595577921,0.9871723121604633,1.0517094803204488,1.098194284520124,1.146029212039195,1.2172447348227293,1.2409852398372812,2023-04-24,2023-05-08
114,128,1.0489988346035406,0.06785409386611521,0.9202119469139263,0.9399391837737634,1.0024695928171463,1.047536159092578,1.09393373175409,1.1630479070489725,1.186097546438981,2023-04-25,2023-05-09
115,129,0.9832223597785632,0.06525876006713671,0.8594681069607149,0.8783995051946553,0.9384545844363855,0.981778945281241,1.0264167935976944,1.092968939210365,1.1151789607769667,2023-04-26,2023-05-10
116,130,0.9830824864571889,0.06496391928325493,0.8598690735819524,0.8787220138536687,0.9385200912055883,0.9816518784739471,1.0260854980412826,1.0923229978033733,1.114425477174688,2023-04-27,2023-05-11
117,131,0.9335051471982353,0.06322494644128018,0.8136908518387805,0.832000103344432,0.8901184252415328,0.9320781579535978,0.9753364380765672,1.0398778912476765,1.061428433879444,2023-04-28,2023-05-12
118,132,0.9052134036402819,0.062317460681814506,0.7871861687887799,0.8052065979664534,0.862437985417381,0.9037837689881763,0.9464305128798087,1.0100969372895552,1.0313646468888584,2023-04-29,2023-05-13
119,133,0.8857775474456487,0.06186538744485161,0.7686665435593895,0.7865330602684514,0.8433022613821215,0.884337675836011,0.9266833713436262,0.9899336861434334,1.011070717624003,2023-04-30,2023-05-14
120,134,0.8659787211649005,0.061542427900357403,0.7495521634647675,0.7672971929884872,0.823712805563639,0.8645212816615362,0.9066560320562173,0.9696318324390178,0.990687257759126,2023-05-01,2023-05-15
121,135,0.8267857822318246,0.060622874852484965,0.7122316624051773,0.7296603136707838,0.7851289943402556,0.8253045602738974,0.8668280550644218,0.9289639685769081,0.9497569912297282,2023-05-02,2023-05-16
122,136,0.798256504058111,0.060170847964126514,0.6846766317645707,0.7019290526638275,0.7568901528101802,0.7967451647152689,0.8379755245572266,0.8997394172894897,0.9204245751809531,2023-05-03,2023-05-17
123,137,0.7720671326674271,0.059924031090040464,0.6590834936660731,0.6762149754809851,0.730848657878061,0.7705173517217084,0.8115963897963849,0.8732058925917063,0.8938573769613082,2023-05-04,2023-05-18
124,138,0.7382427261132254,0.05948929417267364,0.6262505150659397,0.643191683139183,0.6972946880574987,0.7366454144764423,0.7774497587530553,0.8387425214781733,0.8593115807204837,2023-05-05,2023-05-19
125,139,0.6902496502289112,0.058546211203963444,0.580274466177123,0.5968543474291282,0.64991080643257515,0.68859508282906,0.7287851120802825,0.789289036897766,0.8096267471289917,2023-05-06,2023-05-20
126,140,0.6622473219178354,0.058534946518841495,0.5524970767122099,0.5689957213165001,0.6218827899683151,0.660523520222891,0.7007330381193622,0.7613791982566324,0.7817928198911229,2023-05-07,2023-05-21
127,141,0.6567730608905217,0.05970664189913834,0.5449728709256407,0.5617455818874126,0.6155765725662541,0.6549646574807426,0.6959985450114495,0.7579694255899797,0.7788491815041504,2023-05-08,2023-05-22
128,142,0.6416401091617273,0.060629291430223824,0.5283244809962033,0.545275351390213,0.599772577342939,0.6397314796690475,0.6814274317402379,0.7445156695907479,0.765801093205117,2023-05-09,2023-05-23
129,143,0.643521484985445,0.06250433204895153,0.5268626642254233,0.5442762914514436,0.6003331383594892,0.641498967738776,0.6845055229073344,0.7496659982797419,0.7716727291085138,2023-05-10,2023-05-24
130,144,0.6323785171786581,0.06387987682481754,0.5133954478379992,0.5310997795377389,0.5882007554885443,0.6302288753394363,0.6742134619708523,0.7409902581178016,0.7635762421887761,2023-05-11,2023-05-25
131,145,0.5703031318302906,0.06259890123515466,0.45424326109687607,0.4713887372086322,0.5269262015871187,0.5680144002586907,0.6111857655965321,0.6770250766715117,0.6993676855774388,2023-05-12,2023-05-26
132,146,0.5429280858502492,0.06311410798779307,0.42631532273745976,0.44344985678006377,0.49913139719020155,0.540484431971542,0.584061734017749,0.6507424149300753,0.6734255482211235,2023-05-13,2023-05-27
133,147,0.5125158926044562,0.06356977271194497,0.3955489457494055,0.4126235142659581,0.4683279952263338,0.5098900156109322,0.5538422941927265,0.6213660802511322,0.6444025629634358,2023-05-14,2023-05-28
134,148,0.4863681441974628,0.06442103444352165,0.36837048275653933,0.38547282764668667,0.4415074818446387,0.4835268620061068,0.5281327366871124,0.5969562029444272,0.6205089733327624,2023-05-15,2023-05-29
